query_index,class_id,best_same,best_cross,nn_sim,nn_same_class
6120,19539,0.986152,0.653568,0.986152,true
6130,48791,0.996947,0.476996,0.996947,true
6140,33822,0.949870,0.789877,0.949870,true
6150,2368,0.845948,0.797119,0.845948,true
6160,54385,0.996932,0.503373,0.996932,true
6170,31973,0.970929,0.500047,0.970929,true
6180,2950,0.899601,0.538250,0.899601,true
6190,2170,0.706555,0.564817,0.706555,true
6200,5602,0.849007,0.471753,0.849007,true
6210,21695,0.954986,0.585195,0.954986,true
6220,27066,0.981650,0.455634,0.981650,true
6230,33630,0.967057,0.635330,0.967057,true
6240,11278,0.957250,0.802801,0.957250,true
6250,31427,0.876776,0.601560,0.876776,true
6260,36432,0.885421,0.561859,0.885421,true
6270,30249,0.830861,0.509908,0.830861,true
6280,8930,0.865828,0.576705,0.865828,true
6290,22009,0.879172,0.496111,0.879172,true
6300,17099,0.993117,0.368765,0.993117,true
6310,56933,0.756244,0.717562,0.756244,true
6320,6635,0.650894,0.601230,0.650894,true
6330,10778,0.982909,0.511062,0.982909,true
6340,19081,0.996647,0.337353,0.996647,true
6350,39217,0.967442,0.535941,0.967442,true
6360,40936,0.789743,0.866646,0.866646,false
6370,3251,0.905691,0.603904,0.905691,true
6380,35625,0.904852,0.840640,0.904852,true
6390,15634,0.811442,0.556591,0.811442,true
6400,42200,0.912178,0.731105,0.912178,true
6410,25992,0.985552,0.758538,0.985552,true
6420,48006,0.951766,0.877041,0.951766,true
6430,32671,0.906305,0.549832,0.906305,true
6440,7618,0.889148,0.789581,0.889148,true
6450,52712,0.933383,0.854818,0.933383,true
6460,33446,0.869653,0.527402,0.869653,true
6470,54409,0.823338,0.577850,0.823338,true
6480,25535,0.876837,0.875897,0.876837,true
6490,18570,0.982310,0.419230,0.982310,true
6500,32395,0.869660,0.826499,0.869660,true
6510,15838,0.961772,0.563355,0.961772,true
6520,20785,0.988113,0.609383,0.988113,true
6530,59864,0.893509,0.564418,0.893509,true
6540,3975,0.696555,0.615097,0.696555,true
6550,36059,0.730609,0.609038,0.730609,true
6560,59107,0.994304,0.524095,0.994304,true
6570,18736,0.978981,0.795826,0.978981,true
6580,5282,0.938131,0.709509,0.938131,true
6590,6340,0.958385,0.591891,0.958385,true
6600,54028,0.916630,0.663085,0.916630,true
6610,49096,0.867143,0.545615,0.867143,true
6620,11580,0.933335,0.844007,0.933335,true
6630,51686,0.993227,0.673279,0.993227,true
6640,26123,0.920440,0.630497,0.920440,true
6650,4815,0.867081,0.635437,0.867081,true
6660,48751,0.982190,0.561422,0.982190,true
6670,13643,0.991260,0.931597,0.991260,true
6680,35719,0.967877,0.672296,0.967877,true
6690,26442,0.898745,0.549937,0.898745,true
6700,14115,0.889004,0.614881,0.889004,true
6710,47331,0.993003,0.585548,0.993003,true
6720,6510,0.864122,0.585257,0.864122,true
6730,24385,0.469012,0.614672,0.614672,false
6740,38153,0.888407,0.645246,0.888407,true
6750,47533,0.996196,0.790031,0.996196,true
6760,45608,0.968566,0.410146,0.968566,true
6770,43034,0.886455,0.622324,0.886455,true
6780,28456,0.893316,0.518347,0.893316,true
6790,24879,0.808309,0.579978,0.808309,true
6800,4288,0.906864,0.659567,0.906864,true
6810,23342,0.615676,0.631221,0.631221,false
6820,58465,0.971798,0.475793,0.971798,true
6830,27935,0.837487,0.496065,0.837487,true
6840,35177,0.916238,0.754701,0.916238,true
6850,51668,0.939534,0.751781,0.939534,true
6860,3516,0.914239,0.518444,0.914239,true
6870,33073,0.910842,0.600152,0.910842,true
6880,4354,0.797450,0.799861,0.799861,false
6890,38285,0.953204,0.603662,0.953204,true
6900,899,0.858540,0.592004,0.858540,true
6910,28695,0.926580,0.531132,0.926580,true
6920,1382,0.929325,0.501216,0.929325,true
6930,39802,0.932882,0.739332,0.932882,true
6940,56684,0.795882,0.530240,0.795882,true
6950,22775,0.962889,0.516277,0.962889,true
6960,24162,0.980857,0.553424,0.980857,true
6970,53914,0.821723,0.606302,0.821723,true
6980,42564,0.956573,0.682831,0.956573,true
6990,47133,0.686840,0.747725,0.747725,false
7000,50552,0.932786,0.608075,0.932786,true
7010,52070,0.991003,0.493974,0.991003,true
7020,13235,0.911958,0.532155,0.911958,true
7030,59907,0.953206,0.577700,0.953206,true
7040,38749,0.939088,0.634696,0.939088,true
7050,25623,0.933472,0.827896,0.933472,true
7060,27272,0.904820,0.798004,0.904820,true
7070,5311,0.950571,0.527340,0.950571,true
7080,39815,0.962907,0.717229,0.962907,true
7090,49022,0.846507,0.511023,0.846507,true
7100,58905,0.848847,0.662375,0.848847,true
7110,14137,0.790403,0.631553,0.790403,true
7120,19370,0.937345,0.759614,0.937345,true
7130,8625,0.875351,0.547936,0.875351,true
7140,41782,0.735173,0.691726,0.735173,true
7150,44384,0.984602,0.390833,0.984602,true
7160,32998,0.887885,0.589006,0.887885,true
7170,6387,0.982820,0.533045,0.982820,true
7180,11787,0.911887,0.683721,0.911887,true
7190,26242,0.991414,0.417853,0.991414,true
7200,48148,0.987060,0.994510,0.994510,false
7210,54495,0.934168,0.484089,0.934168,true
7220,52377,0.738963,0.833351,0.833351,false
7230,8027,0.898410,0.531120,0.898410,true
7240,6468,0.756569,0.620642,0.756569,true
7250,51449,0.849273,0.796331,0.849273,true
7260,26237,0.889611,0.739262,0.889611,true
7270,56807,0.892372,0.598765,0.892372,true
7280,38255,0.978355,0.579019,0.978355,true
7290,8327,0.709242,0.540979,0.709242,true
7300,21943,0.898709,0.681588,0.898709,true
7310,300,0.757438,0.485349,0.757438,true
7320,1495,0.994683,0.533380,0.994683,true
7330,26194,0.955904,0.692344,0.955904,true
7340,37288,0.974997,0.836481,0.974997,true
7350,58508,0.920157,0.526050,0.920157,true
7360,28058,0.904008,0.695252,0.904008,true
7370,4979,0.976942,0.594920,0.976942,true
7380,15536,0.767083,0.559378,0.767083,true
7390,50478,0.993915,0.641491,0.993915,true
7400,6188,0.759830,0.578034,0.759830,true
7410,21763,0.997706,0.654652,0.997706,true
7420,54946,0.887476,0.802026,0.887476,true
7430,40940,0.916513,0.743380,0.916513,true
7440,59163,0.855080,0.531946,0.855080,true
7450,27570,0.823949,0.815345,0.823949,true
7460,20294,0.916410,0.571075,0.916410,true
7470,12042,0.777759,0.664572,0.777759,true
7480,38291,0.726700,0.707471,0.726700,true
7490,38062,0.916984,0.627738,0.916984,true
7500,19973,0.915749,0.679763,0.915749,true
7510,17326,0.993969,0.682307,0.993969,true
7520,46691,0.929356,0.635229,0.929356,true
7530,30484,0.828989,0.505789,0.828989,true
7540,27348,0.887621,0.451147,0.887621,true
7550,47969,0.867089,0.593716,0.867089,true
7560,48486,0.908760,0.529130,0.908760,true
7570,37557,0.899340,0.727458,0.899340,true
7580,3343,0.982478,0.549513,0.982478,true
7590,57494,0.939160,0.605617,0.939160,true
7600,21310,0.992429,0.597094,0.992429,true
7610,20074,0.877936,0.704944,0.877936,true
7620,37052,0.985614,0.673014,0.985614,true
7630,53419,0.993223,0.876341,0.993223,true
7640,18855,0.989613,0.597060,0.989613,true
7650,12466,0.992708,0.755670,0.992708,true
7660,15059,0.967590,0.422832,0.967590,true
7670,30736,0.832259,0.443954,0.832259,true
7680,11015,0.996480,0.686514,0.996480,true
7690,48566,0.837052,0.526298,0.837052,true
7700,4809,0.953202,0.599287,0.953202,true
7710,30984,0.948726,0.597076,0.948726,true
7720,55112,0.953344,0.565893,0.953344,true
7730,38571,0.937754,0.569978,0.937754,true
7740,5828,0.921200,0.499529,0.921200,true
7750,44963,0.976978,0.583646,0.976978,true
7760,51336,0.946513,0.567446,0.946513,true
7770,51395,0.823990,0.973572,0.973572,false
7780,1869,0.994647,0.675357,0.994647,true
7790,58388,0.730869,0.885847,0.885847,false
7800,18489,0.937979,0.767940,0.937979,true
7810,40255,0.941185,0.512120,0.941185,true
7820,41881,0.977283,0.637418,0.977283,true
7830,9535,0.986107,0.913305,0.986107,true
7840,24169,0.909244,0.605883,0.909244,true
7850,23048,0.851189,0.594884,0.851189,true
7860,1178,0.903738,0.544708,0.903738,true
7870,31717,0.997210,0.801553,0.997210,true
7880,49357,0.930210,0.555664,0.930210,true
7890,30253,0.957287,0.805772,0.957287,true
7900,17363,0.664450,0.594749,0.664450,true
7910,31848,0.925903,0.666669,0.925903,true
7920,2515,0.968352,0.823799,0.968352,true
7930,58350,0.957938,0.649890,0.957938,true
7940,1500,0.813614,0.553879,0.813614,true
7950,43102,0.979312,0.598729,0.979312,true
7960,11293,0.952005,0.824349,0.952005,true
7970,24794,0.826772,0.504131,0.826772,true
7980,34352,0.945159,0.569978,0.945159,true
7990,28348,0.902315,0.696139,0.902315,true
8000,29603,0.766454,0.462317,0.766454,true
8010,4712,0.904298,0.859165,0.904298,true
8020,44096,0.994883,0.565108,0.994883,true
8030,39553,0.920166,0.468952,0.920166,true
8040,54551,0.991533,0.637333,0.991533,true
8050,7618,0.881637,0.878485,0.881637,true
8060,31773,0.758716,0.538935,0.758716,true
8070,52712,0.933383,0.881833,0.933383,true
8080,44658,0.999788,0.643405,0.999788,true
8090,38604,0.772436,0.554491,0.772436,true
8100,31427,0.946495,0.517724,0.946495,true
8110,10038,0.986213,0.524621,0.986213,true
8120,58369,0.972455,0.714629,0.972455,true
8130,11460,0.893916,0.745708,0.893916,true
8140,1238,0.956383,0.760506,0.956383,true
8150,4889,0.848278,0.432476,0.848278,true
8160,27311,0.917436,0.946674,0.946674,false
8170,2702,0.983550,0.682323,0.983550,true
8180,8415,0.950949,0.720823,0.950949,true
8190,51351,0.787266,0.521797,0.787266,true
8200,25056,0.903240,0.613433,0.903240,true
8210,32173,0.965098,0.459343,0.965098,true
8220,38369,0.912909,0.652698,0.912909,true
8230,14048,0.936900,0.798801,0.936900,true
8240,8083,0.850797,0.476275,0.850797,true
8250,27432,0.868926,0.568143,0.868926,true
8260,9429,0.979701,0.740271,0.979701,true
8270,17884,0.905759,0.690663,0.905759,true
8280,56999,0.924243,0.905992,0.924243,true
8290,51937,0.956556,0.655576,0.956556,true
8300,7058,0.872997,0.603437,0.872997,true
8310,1385,0.973913,0.648315,0.973913,true
8320,32050,0.854617,0.705270,0.854617,true
8330,21769,0.967474,0.670586,0.967474,true
8340,14847,0.992826,0.383793,0.992826,true
8350,23451,0.851005,0.674120,0.851005,true
8360,17748,0.978295,0.540986,0.978295,true
8370,19202,0.971894,0.893830,0.971894,true
8380,11279,0.927511,0.487068,0.927511,true
8390,9788,0.927652,0.794707,0.927652,true
8400,53063,0.927083,0.663904,0.927083,true
8410,8465,0.979590,0.505763,0.979590,true
8420,880,0.890727,0.721567,0.890727,true
8430,18407,0.716340,0.631000,0.716340,true
8440,37568,0.947084,0.640250,0.947084,true
8450,3516,0.837437,0.557892,0.837437,true
8460,30981,0.842672,0.517897,0.842672,true
8470,44191,0.986303,0.722819,0.986303,true
8480,52324,0.889010,0.787960,0.889010,true
8490,54663,0.908080,0.459531,0.908080,true
8500,14562,0.937217,0.554369,0.937217,true
8510,52475,0.881955,0.540953,0.881955,true
8520,7254,0.902855,0.676931,0.902855,true
8530,9804,0.752369,0.692488,0.752369,true
8540,49697,0.970864,0.611229,0.970864,true
8550,40895,0.923886,0.948603,0.948603,false
8560,13694,0.973839,0.723339,0.973839,true
8570,49911,0.940505,0.779647,0.940505,true
8580,24601,0.890760,0.583426,0.890760,true
8590,56551,0.980059,0.686315,0.980059,true
8600,24533,0.902357,0.507521,0.902357,true
8610,14479,0.947199,0.579017,0.947199,true
8620,4930,0.921245,0.846249,0.921245,true
8630,7019,0.892361,0.666571,0.892361,true
8640,40255,0.951168,0.501268,0.951168,true
8650,5149,0.994222,0.594555,0.994222,true
8660,39989,0.980231,0.801190,0.980231,true
8670,33386,0.952126,0.483957,0.952126,true
8680,40255,0.936930,0.549332,0.936930,true
8690,25022,0.986868,0.534931,0.986868,true
8700,54098,0.942160,0.685567,0.942160,true
8710,41093,0.820505,0.761148,0.820505,true
8720,32500,0.932183,0.641427,0.932183,true
8730,33202,0.856119,0.406444,0.856119,true
8740,38963,0.989409,0.493058,0.989409,true
8750,26644,0.887530,0.743254,0.887530,true
8760,33682,0.959636,0.605398,0.959636,true
8770,39510,0.957064,0.518604,0.957064,true
8780,4181,0.861166,0.880045,0.880045,false
8790,2160,0.822603,0.727294,0.822603,true
8800,19040,0.896854,0.594476,0.896854,true
8810,16244,0.995115,0.600288,0.995115,true
8820,16074,0.878891,0.600400,0.878891,true
8830,9116,0.727557,0.574853,0.727557,true
8840,25546,0.889013,0.661764,0.889013,true
8850,32512,0.969720,0.877139,0.969720,true
8860,29343,0.682476,0.485970,0.682476,true
8870,15606,0.966918,0.592994,0.966918,true
8880,60220,0.899135,0.715136,0.899135,true
8890,2814,0.800441,0.771722,0.800441,true
8900,4736,0.832759,0.590500,0.832759,true
8910,6536,0.970185,0.754000,0.970185,true
8920,32282,0.994886,0.797228,0.994886,true
8930,36197,0.984432,0.830377,0.984432,true
8940,13191,0.979004,0.655235,0.979004,true
8950,17316,0.884622,0.857780,0.884622,true
8960,34416,0.969412,0.834571,0.969412,true
8970,26915,0.971103,0.654162,0.971103,true
8980,2496,0.818964,0.498002,0.818964,true
8990,2512,0.970719,0.893927,0.970719,true
9000,9242,0.977474,0.459395,0.977474,true
9010,21175,0.817530,0.491618,0.817530,true
9020,30484,0.828989,0.581684,0.828989,true
9030,55800,0.826658,0.446175,0.826658,true
9040,43843,0.892230,0.492596,0.892230,true
9050,17828,0.913585,0.691009,0.913585,true
9060,17809,0.913775,0.799524,0.913775,true
9070,33120,0.907518,0.546097,0.907518,true
9080,2372,0.949312,0.471089,0.949312,true
9090,31838,0.927712,0.785250,0.927712,true
9100,30747,0.882730,0.780936,0.882730,true
9110,56583,0.879790,0.451636,0.879790,true
9120,18417,0.977726,0.531198,0.977726,true
9130,15304,0.824015,0.589744,0.824015,true
9140,58827,0.740500,0.698917,0.740500,true
9150,24082,0.939311,0.468231,0.939311,true
9160,9513,0.977730,0.694515,0.977730,true
9170,44027,0.963678,0.626098,0.963678,true
9180,26915,0.971103,0.694089,0.971103,true
9190,22975,0.743509,0.717962,0.743509,true
9200,7740,0.838778,0.721760,0.838778,true
9210,7461,0.903422,0.467465,0.903422,true
9220,58043,0.893950,0.551465,0.893950,true
9230,120,0.941195,0.560039,0.941195,true
9240,26564,0.982661,0.537168,0.982661,true
9250,38703,0.955082,0.631278,0.955082,true
9260,46578,0.962028,0.557770,0.962028,true
9270,6142,0.975607,0.738677,0.975607,true
9280,16414,0.948451,0.836525,0.948451,true
9290,8036,0.907687,0.612844,0.907687,true
9300,53297,0.909083,0.606703,0.909083,true
9310,54875,0.936408,0.788480,0.936408,true
9320,41483,0.960119,0.811160,0.960119,true
9330,38214,0.960830,0.687450,0.960830,true
9340,4488,0.920887,0.496688,0.920887,true
9350,46846,0.995541,0.357985,0.995541,true
9360,59019,0.732767,0.711029,0.732767,true
9370,727,0.909634,0.790545,0.909634,true
9380,47276,0.980967,0.686829,0.980967,true
9390,57835,0.866808,0.553413,0.866808,true
9400,18974,0.963066,0.843024,0.963066,true
9410,15468,0.986305,0.790060,0.986305,true
9420,6674,0.975041,0.527496,0.975041,true
9430,8422,0.970626,0.474158,0.970626,true
9440,49017,0.985442,0.903956,0.985442,true
9450,22888,0.860998,0.798970,0.860998,true
9460,51062,0.982264,0.744419,0.982264,true
9470,43777,0.868300,0.846580,0.868300,true
9480,33027,0.787165,0.514472,0.787165,true
9490,3818,0.746612,0.751177,0.751177,false
9500,7788,0.924049,0.581251,0.924049,true
9510,38836,0.913069,0.498535,0.913069,true
9520,42489,0.886711,0.586650,0.886711,true
9530,24006,0.949410,0.569916,0.949410,true
9540,15329,0.962560,0.386984,0.962560,true
9550,54495,0.958549,0.477712,0.958549,true
9560,33640,0.922632,0.649922,0.922632,true
9570,3328,0.906558,0.567752,0.906558,true
9580,26194,0.955904,0.673713,0.955904,true
9590,31343,0.877246,0.730689,0.877246,true
9600,24593,0.644132,0.751177,0.751177,false
9610,6780,0.842048,0.550740,0.842048,true
9620,59288,0.912045,0.368579,0.912045,true
9630,36757,0.819536,0.849200,0.849200,false
9640,6165,0.945126,0.696340,0.945126,true
9650,27984,0.841951,0.621935,0.841951,true
9660,667,0.800012,0.607309,0.800012,true
9670,21734,0.905266,0.845257,0.905266,true
9680,9646,0.915568,0.456468,0.915568,true
9690,19568,0.867481,0.701081,0.867481,true
9700,26169,0.689110,0.510154,0.689110,true
9710,24093,0.828614,0.484507,0.828614,true
9720,38797,0.892844,0.592057,0.892844,true
9730,27072,0.836093,0.501332,0.836093,true
9740,57179,0.952003,0.699921,0.952003,true
9750,33807,0.935099,0.745153,0.935099,true
9760,5152,0.960321,0.646675,0.960321,true
9770,6245,0.971215,0.641008,0.971215,true
9780,50251,0.756754,0.415548,0.756754,true
9790,54601,0.998441,0.768598,0.998441,true
9800,27745,0.874195,0.802757,0.874195,true
9810,3114,0.889828,0.640972,0.889828,true
9820,36552,0.996179,0.666525,0.996179,true
9830,30974,0.899980,0.489179,0.899980,true
9840,51364,0.954558,0.757785,0.954558,true
9850,47747,0.897966,0.828238,0.897966,true
9860,44003,0.949976,0.682986,0.949976,true
9870,39947,0.964052,0.708780,0.964052,true
9880,49487,0.928310,0.555828,0.928310,true
9890,43686,0.953611,0.806024,0.953611,true
9900,25839,0.568743,0.571391,0.571391,false
9910,27113,0.863277,0.369101,0.863277,true
9920,47593,0.945718,0.736803,0.945718,true
9930,39995,0.980190,0.848917,0.980190,true
9940,1928,0.964062,0.839261,0.964062,true
9950,29770,0.997584,0.407070,0.997584,true
9960,53155,0.993540,0.571322,0.993540,true
9970,54084,0.757441,0.678104,0.757441,true
9980,792,0.752230,0.489283,0.752230,true
9990,43605,0.789907,0.632473,0.789907,true
10000,31755,0.696623,0.563759,0.696623,true
10010,1069,0.803471,0.545388,0.803471,true
10020,43864,0.901053,0.765598,0.901053,true
10030,32703,0.955559,0.894695,0.955559,true
10040,4974,0.873401,0.737845,0.873401,true
10050,27808,0.988950,0.819937,0.988950,true
10060,60091,0.939800,0.939899,0.939899,false
10070,47601,0.956290,0.511551,0.956290,true
10080,54043,0.997631,0.774805,0.997631,true
10090,18590,0.874088,0.788562,0.874088,true
10100,58559,0.943847,0.566960,0.943847,true
10110,2921,0.989993,0.410775,0.989993,true
10120,21121,0.866063,0.710096,0.866063,true
10130,32739,0.951889,0.624879,0.951889,true
10140,26198,0.771144,0.726379,0.771144,true
10150,31513,0.853984,0.878471,0.878471,false
10160,32449,0.779231,0.519543,0.779231,true
10170,33956,0.905734,0.668001,0.905734,true
10180,46799,0.817193,0.758229,0.817193,true
10190,24790,0.817966,0.553009,0.817966,true
10200,25228,0.834064,0.565748,0.834064,true
10210,55139,0.943334,0.578734,0.943334,true
10220,10632,0.894315,0.716091,0.894315,true
10230,29745,0.917601,0.717959,0.917601,true
10240,54775,0.964336,0.839599,0.964336,true
10250,7854,0.792272,0.755126,0.792272,true
10260,7303,0.817944,0.529250,0.817944,true
10270,48759,0.959558,0.613060,0.959558,true
10280,56304,0.995966,0.551043,0.995966,true
10290,12268,0.876297,0.705747,0.876297,true
10300,45018,0.791717,0.655957,0.791717,true
10310,10050,0.909710,0.584424,0.909710,true
10320,17631,0.832841,0.607579,0.832841,true
10330,35960,0.736450,0.611827,0.736450,true
10340,44506,0.983902,0.642998,0.983902,true
10350,3049,0.849005,0.598770,0.849005,true
10360,30253,0.828848,0.668866,0.828848,true
10370,48121,0.992920,0.709349,0.992920,true
10380,33205,0.949265,0.434338,0.949265,true
10390,27500,0.992452,0.631907,0.992452,true
10400,24851,0.966785,0.341407,0.966785,true
10410,31725,0.771398,0.658031,0.771398,true
10420,8591,0.908909,0.732943,0.908909,true
10430,56743,0.969664,0.446752,0.969664,true
10440,37167,0.923812,0.645372,0.923812,true
10450,24547,0.958712,0.574407,0.958712,true
10460,21748,0.920747,0.525366,0.920747,true
10470,32304,0.932273,0.526357,0.932273,true
10480,14190,0.948156,0.714670,0.948156,true
10490,41898,0.796424,0.547341,0.796424,true
10500,49054,0.908239,0.490210,0.908239,true
10510,41950,0.976918,0.491230,0.976918,true
10520,32059,0.951357,0.412883,0.951357,true
10530,19443,0.875870,0.456282,0.875870,true
10540,20946,0.858447,0.496926,0.858447,true
10550,5535,0.947938,0.519567,0.947938,true
10560,19420,0.823006,0.640114,0.823006,true
10570,23832,0.908024,0.832888,0.908024,true
10580,25602,0.833093,0.842894,0.842894,false
10590,15696,0.567664,0.461030,0.567664,true
10600,39060,0.921862,0.524037,0.921862,true
10610,53812,0.996802,0.742501,0.996802,true
10620,31796,0.889831,0.771958,0.889831,true
10630,55830,0.996821,0.633880,0.996821,true
10640,19011,0.915131,0.718978,0.915131,true
10650,9052,0.959067,0.520210,0.959067,true
10660,33194,0.989513,0.507177,0.989513,true
10670,30175,0.817941,0.524299,0.817941,true
10680,4368,0.847091,0.841493,0.847091,true
10690,667,0.800012,0.542441,0.800012,true
10700,19904,0.898169,0.661863,0.898169,true
10710,24790,0.817966,0.604319,0.817966,true
10720,11962,0.996605,0.682691,0.996605,true
10730,30076,0.792172,0.775064,0.792172,true
10740,33106,0.944940,0.674344,0.944940,true
10750,30981,0.842672,0.466368,0.842672,true
10760,675,0.992322,0.491607,0.992322,true
10770,21917,0.988872,0.579844,0.988872,true
10780,38984,0.911189,0.455888,0.911189,true
10790,153,0.940597,0.863238,0.940597,true
10800,30096,0.978820,0.524540,0.978820,true
10810,36114,0.782973,0.544118,0.782973,true
10820,31086,0.973820,0.770890,0.973820,true
10830,3787,0.921140,0.682307,0.921140,true
10840,16053,0.940637,0.757181,0.940637,true
10850,59382,0.767327,0.449274,0.767327,true
10860,19882,0.880061,0.570705,0.880061,true
10870,6164,0.782763,0.490795,0.782763,true
10880,31499,0.970275,0.821111,0.970275,true
10890,33210,0.944024,0.640970,0.944024,true
10900,48379,0.947867,0.755191,0.947867,true
10910,10849,0.994808,0.864253,0.994808,true
10920,37985,0.913282,0.661829,0.913282,true
10930,7019,0.892361,0.700315,0.892361,true
10940,31796,0.919225,0.795847,0.919225,true
10950,44154,0.947455,0.754837,0.947455,true
10960,19147,0.949691,0.637340,0.949691,true
10970,2323,0.980466,0.656011,0.980466,true
10980,6719,0.908018,0.665892,0.908018,true
10990,28639,0.931982,0.616426,0.931982,true
11000,54043,0.982344,0.786934,0.982344,true
11010,42340,0.993010,0.459622,0.993010,true
11020,42779,0.975583,0.767976,0.975583,true
11030,20093,0.819492,0.603374,0.819492,true
11040,26792,0.727729,0.461306,0.727729,true
11050,11679,0.943274,0.604109,0.943274,true
11060,12284,0.974509,0.873389,0.974509,true
11070,34141,0.970562,0.564233,0.970562,true
11080,16810,0.660937,0.755216,0.755216,false
11090,28284,0.970335,0.740230,0.970335,true
11100,29557,0.924263,0.467450,0.924263,true
11110,35010,0.910915,0.735638,0.910915,true
11120,45467,0.962596,0.470256,0.962596,true
11130,11580,0.931702,0.896898,0.931702,true
11140,1543,0.610610,0.488687,0.610610,true
11150,23460,0.890869,0.613504,0.890869,true
11160,56367,0.997648,0.552743,0.997648,true
11170,4423,0.853037,0.719034,0.853037,true
11180,56634,0.943286,0.566960,0.943286,true
11190,46031,0.984688,0.734952,0.984688,true
11200,26878,0.785780,0.656060,0.785780,true
11210,20928,0.785695,0.554000,0.785695,true
11220,9063,0.881546,0.789482,0.881546,true
11230,30317,0.797753,0.589635,0.797753,true
11240,40737,0.713582,0.659186,0.713582,true
11250,23441,0.991827,0.659538,0.991827,true
11260,17348,0.929294,0.707188,0.929294,true
11270,22617,0.885091,0.611175,0.885091,true
11280,12292,0.970783,0.804944,0.970783,true
11290,20929,0.920580,0.825532,0.920580,true
11300,6957,0.797616,0.786917,0.797616,true
11310,25490,0.852096,0.652920,0.852096,true
11320,41400,0.924942,0.537920,0.924942,true
11330,49650,0.984142,0.797140,0.984142,true
11340,21448,0.887426,0.780936,0.887426,true
11350,46826,1.000000,0.600903,1.000000,true
11360,52004,0.888197,0.517674,0.888197,true
11370,14362,0.984699,0.710189,0.984699,true
11380,14933,0.877301,0.745033,0.877301,true
11390,58532,0.968209,0.622743,0.968209,true
11400,16261,0.966499,0.885159,0.966499,true
11410,55861,0.978315,0.721234,0.978315,true
11420,1699,0.949452,0.697879,0.949452,true
11430,43482,0.877577,0.674294,0.877577,true
11440,9406,0.981083,0.623818,0.981083,true
11450,56571,0.899778,0.617404,0.899778,true
11460,56616,0.897108,0.553420,0.897108,true
11470,53353,0.949393,0.888738,0.949393,true
11480,5379,0.945672,0.558433,0.945672,true
11490,21850,0.952979,0.654116,0.952979,true
11500,241,0.920537,0.597240,0.920537,true
11510,56338,0.991697,0.457734,0.991697,true
11520,57318,0.987139,0.532379,0.987139,true
11530,16858,0.892227,0.523627,0.892227,true
11540,43887,0.819273,0.777315,0.819273,true
11550,57473,0.931210,0.550999,0.931210,true
11560,11990,0.894604,0.884150,0.894604,true
11570,1785,0.793250,0.963976,0.963976,false
11580,34110,0.936659,0.804952,0.936659,true
11590,53103,0.941175,0.614007,0.941175,true
11600,6303,0.799875,0.570588,0.799875,true
11610,53368,0.979422,0.798372,0.979422,true
11620,12693,0.989088,0.673954,0.989088,true
11630,43698,0.892732,0.496104,0.892732,true
11640,44394,0.946679,0.523932,0.946679,true
11650,22316,0.847725,0.602011,0.847725,true
11660,56243,0.940685,0.726308,0.940685,true
11670,15996,0.892869,0.723254,0.892869,true
11680,1447,0.995956,0.957037,0.995956,true
11690,24076,0.880626,0.375228,0.880626,true
11700,8678,0.866538,0.604656,0.866538,true
11710,19484,0.826765,0.778460,0.826765,true
11720,34190,0.989555,0.570507,0.989555,true
11730,9655,0.931831,0.709509,0.931831,true
11740,28594,0.683257,0.510862,0.683257,true
11750,39583,0.973500,0.622483,0.973500,true
11760,6965,0.921039,0.457653,0.921039,true
11770,38447,0.912107,0.823667,0.912107,true
11780,13703,0.816543,0.614234,0.816543,true
11790,7585,0.799679,0.587437,0.799679,true
11800,3354,0.946136,0.507268,0.946136,true
11810,7615,0.997302,0.910623,0.997302,true
11820,6540,0.830990,0.645649,0.830990,true
11830,13791,0.896040,0.800914,0.896040,true
11840,15869,0.939559,0.537577,0.939559,true
11850,24203,0.981006,0.614368,0.981006,true
11860,47795,0.818612,0.766115,0.818612,true
11870,26878,0.785780,0.682831,0.785780,true
11880,6455,0.918809,0.738032,0.918809,true
11890,32104,0.810178,0.629210,0.810178,true
11900,53770,0.951553,0.781087,0.951553,true
11910,58935,0.885384,0.589027,0.885384,true
11920,41052,0.905322,0.736803,0.905322,true
11930,10185,0.831412,0.989838,0.989838,false
11940,4700,0.965993,0.709457,0.965993,true
11950,28825,0.866958,0.673288,0.866958,true
11960,53894,0.995084,0.632182,0.995084,true
11970,398,0.813823,0.519463,0.813823,true
11980,32628,0.845773,0.568619,0.845773,true
11990,46124,0.791790,0.631000,0.791790,true
12000,59497,0.929164,0.620792,0.929164,true
12010,44984,0.990987,0.586124,0.990987,true
12020,39089,0.891931,0.721828,0.891931,true
12030,43194,0.952049,0.526976,0.952049,true
12040,57531,0.758557,0.606683,0.758557,true
12050,9688,0.965276,0.651774,0.965276,true
12060,34048,0.996171,0.621246,0.996171,true
12070,31976,0.845572,0.540893,0.845572,true
12080,23845,0.923799,0.740929,0.923799,true
12090,22857,0.844669,0.735217,0.844669,true
12100,45185,0.863847,0.479294,0.863847,true
12110,54810,0.944140,0.746670,0.944140,true
12120,58850,0.942352,0.657894,0.942352,true
12130,36958,0.950037,0.704559,0.950037,true
12140,55274,0.983278,0.809012,0.983278,true
12150,5083,0.965618,0.528465,0.965618,true
12160,37497,0.920005,0.666127,0.920005,true
12170,16188,0.943795,0.398369,0.943795,true
12180,241,0.755145,0.585298,0.755145,true
